BYZ_presidential_dictatorship;The Greek Federation;;;;;;;;;;;;;
BYZ_bourgeois_dictatorship;The Greek Federation;;;;;;;;;;;;;
BYZ_french_bourbon;The Socialist Greek Union;;;;;;;;;;;;;
TUR;Turkey;;;;;;;;;;;;;
TUR_ADJ;Turkish;;;;;;;;;;;;;
TUR_absolute_monarchy;The Ottoman Empire;;;;;;;;;;;;;
TUR_absolute_monarchy_ADJ;Ottoman;;;;;;;;;;;;;
TUR_prussian_constitutionalism;The Ottoman Empire;;;;;;;;;;;;;
TUR_prussian_constitutionalism_ADJ;Ottoman;;;;;;;;;;;;;
TUR_hms_government;The Ottoman Empire;;;;;;;;;;;;;
TUR_hms_government_ADJ;Ottoman;;;;;;;;;;;;;
TUR_bourgeois_dictatorship;Turkish Free State;;;;;;;;;;;;;
TUR_french_bourbon;Turkish Socialist Republic;;;;;;;;;;;;;
TUR_french_bourbon_ADJ;Turkish;;;;;;;;;;;;;
TUR_reactionary;Nizam-i Alem;;;;;;;;;;;;;
TUR_reactionary_2;Ittihad-i Muhammedi Firkasi;;;;;;;;;;;;;
TUR_reactionary_3;Hal‚sk‚r Zabit‚n;;;;;;;;;;;;;
TUR_reactionary_4;Fedailer Cemiyeti;;;;;;;;;;;;;
TUR_conservative;H¸kumet-i H¸mayun;;;;;;;;;;;;;
TUR_conservative_2;Selamet-i Osmaniye;;;;;;;;;;;;;
TUR_conservative_3;H¸rriyet ve Itil‚f Firkasi;;;;;;;;;;;;;
TUR_liberal_2;Tanzimat Firkasi;;;;;;;;;;;;;
TUR_liberal_4;Osmanli Demokrat Firkasi;;;;;;;;;;;;;
TUR_liberal_5;Halk Firkasi;;;;;;;;;;;;;
TUR_socialist;Osmanli Kˆyl¸ ve Amele Firkasi;;;;;;;;;;;;;
TUR_socialist_3;Sosyalist Firka;;;;;;;;;;;;;
TUR_communist;Ihtilalci Avam Firkasi;;;;;;;;;;;;;
TUR_communist_2;Kom¸nist Firka;;;;;;;;;;;;;
TUR_communist_3;Halk Istirakiyun Firkasi;;;;;;;;;;;;;
TUR_liberal;Ittihat ve Terakki Firkasi;;;;;;;;;;;;;
TUR_liberal_3;Yeni Osmanlilar Cemiyeti;;;;;;;;;;;;;
TUR_socialist_2;Osmanli Ahali Firkasi;;;;;;;;;;;;;
TUR_anarcho_liberal;Osmanli Ahrar Firkasi;;;;;;;;;;;;;
TUR_fascist;Ittihat ve Terakki Firkasi;;;;;;;;;;;;;
TUR_fascist_2;T¸rk Ocagi;;;;;;;;;;;;;
TUR_fascist_3;Milli Firka;;;;;;;;;;;;;
TUS_reactionary;Restaurazionisti;Restaurazionisti;Restaurazionisti;;Restaurazionis ti;;;;;;;;;
TUS_conservative;Moderati ;Moderati ;Moderati;;Moderati ;;;;;;;;;
TUS_liberal;Riformisti ;Riformisti ;Riformisti;;Riformisti ;;;;;;;;;
TUS_liberal_2;Liberali;Liberali;Liberali;;Liberali ;;;;;;;;;
TUS_socialist;Socialisti;Socialisti;Socialisti;;Socialisti;;;;;;;;;
TUS_conservative_2;Popolari;Popolari;Popolari;;Pop olari;;;;;;;;;
TUS_anarcho_liberal;Radicali;Radicali;Radicali;;Radicali;;;;;;;;;
TUS_communist;Comunisti;Comunisti;Comunisti;;Comunisti;;;;;;;;;
TUS_fascist;Fascisti;Fascisti;Fascisti;;Fascisti;;;;;;;;;
UIL;The New American Alliance;;;;;;;;;;;;;
UIL_french_bourbon;The New American Republic;;;;;;;;;;;;;
UIL_presidential_dictatorship;New America;;;;;;;;;;;;;
UIL_absolute_monarchy;The Kingdom of New America;;;;;;;;;;;;;
UIL_prussian_constitutionalism;The Kingdom of New America;;;;;;;;;;;;;
UIL_ADJ;New American;;;;;;;;;;;;;
UIL_reactionary;New American Party;;;;;;;;;;;;;
UIL_conservative;New Democratic Party;;;;;;;;;;;;;
UIL_liberal;New Republican Party;;;;;;;;;;;;;
UIL_anarcho_liberal;Libertarian Party;;;;;;;;;;;;;
UIL_socialist;Socialist Party;;;;;;;;;;;;;
UIL_communist;Industrial Workers of the World;;;;;;;;;;;;;
UIL_fascist;Supremacy Party;;;;;;;;;;;;;
UNB;The Colorado Republic;;;;;;;;;;;;;
UNB_absolute_monarchy;The Kingdom of Colorado;;;;;;;;;;;;;
UNB_prussian_constitutionalism;The Kingdom of Colorado;;;;;;;;;;;;;
UNB_hms_government;The Colorado Commonwealth;;;;;;;;;;;;;
UNB_ADJ;Coloradan;;;;;;;;;;;;;
UNB_reactionary;Colorado Party;;;;;;;;;;;;;
UNB_conservative;New Democratic Party;;;;;;;;;;;;;
UNB_liberal;New Republican Party;;;;;;;;;;;;;
UNB_anarcho_liberal;Libertarian Party;;;;;;;;;;;;;
UNB_socialist;Socialist Party;;;;;;;;;;;;;
UNB_communist;Communist Party;;;;;;;;;;;;;
UNB_fascist;Fascist Party;;;;;;;;;;;;;
UNM;The Pueblo Republic;;;;;;;;;;;;;
UNM_absolute_monarchy;New Mexico;;;;;;;;;;;;;
UNM_prussian_constitutionalism;New Mexico;;;;;;;;;;;;;
UNM_hms_government;New Mexico;;;;;;;;;;;;;
UNM_absolute_monarchy_ADJ;New Mexican;;;;;;;;;;;;;
UNM_prussian_constitutionalism_ADJ;New Mexican;;;;;;;;;;;;;
UNM_hms_government_ADJ;New Mexican;;;;;;;;;;;;;
UNM_french_bourbon;The Pueblo People's Republic;;;;;;;;;;;;;
UNM_ADJ;Pueblo;;;;;;;;;;;;;
UNM_reactionary;New Pueblo Party;;;;;;;;;;;;;
UNM_conservative;New Democratic Party;;;;;;;;;;;;;
UNM_liberal;New Republican Party;;;;;;;;;;;;;
UNM_anarcho_liberal;Libertarian Party;;;;;;;;;;;;;
UNM_socialist;Socialist Party;;;;;;;;;;;;;
UNM_communist;Communist Party;;;;;;;;;;;;;
UNM_fascist;Fascist Party;;;;;;;;;;;;;
UOR;The Oregon Country;;;;;;;;;;;;;
UOR_absolute_monarchy;The Kingdom of Oregon;;;;;;;;;;;;;
UOR_prussian_constitutionalism;The Kingdom of Oregon;;;;;;;;;;;;;
UOR_hms_government;Oregon;;;;;;;;;;;;;
UOR_french_bourbon;Oregon People's Republic;;;;;;;;;;;;;
UOR_ADJ;Oregonian;;;;;;;;;;;;;
UOR_french_bourbon_ADJ;Cascadian;;;;;;;;;;;;;
UOR_reactionary;True American Party;;;;;;;;;;;;;
UOR_conservative;New Democratic Party;;;;;;;;;;;;;
UOR_liberal;New Republican Party;;;;;;;;;;;;;
UOR_anarcho_liberal;Libertarian Party;;;;;;;;;;;;;
UOR_socialist;Socialist Party;;;;;;;;;;;;;
UOR_communist;Communist Party;;;;;;;;;;;;;
UOR_fascist;Cascadians;;;;;;;;;;;;;
URA;Ural Republic;;;;;;;;;;;;;
URA_absolute_monarchy;Ural State;;;;;;;;;;;;;
URA_prussian_constitutionalism;Ural State;;;;;;;;;;;;;
URA_hms_government;Ural State;;;;;;;;;;;;;
URA_democracy;Ural Free State;;;;;;;;;;;;;
URA_french_bourbon;Ural People's Republic;;;;;;;;;;;;;
URA_ADJ;Ural;;;;;;;;;;;;;
URA_conservative;Slavophile;Slavophile;Slawophile;;;;;;;;;;;
URA_liberal;Westerniser;Westerniser;Westler;;;;;;;;;;;
URA_communist;Social Democratic;Social-dÈmocrate;Social Democratic;;;;;;;;;;;
URA_socialist;Menshevik;Menshevik;Menschewiki;;;;;;;;;;;
URA_reactionary;Panslavic;Panslavic;Panslawisten;;;;;;;;;;;
URA_conservative_2;Octobrists;Octobristes;Octobristen;;;;;;;;;;;
URA_anarcho_liberal;Radicals;Radicaux;Radikale;;;;;;;;;;;
URA_fascist;Fascists;Fascistes;Faschisten;;;;;;;;;;;
USA;The United States of America;;;;;;;;;;;;;
USA_bourgeois_dictatorship;The United States of America;;;;;;;;;;;;;
USA_absolute_monarchy;The American Empire;;;;;;;;;;;;;
USA_prussian_constitutionalism;The American Empire;;;;;;;;;;;;;
USA_hms_government;The Kingdom of America;;;;;;;;;;;;;
USA_french_bourbon;The People's Republic of America;;;;;;;;;;;;;
UYG;Uyghurstan;;;;;;;;;;;;;
UYG_ADJ;Uyghur;;;;;;;;;;;;;
UYG_absolute_monarchy;Kashgaria;;;;;;;;;;;;;
UYG_prussian_constitutionalism;Kashgaria;;;;;;;;;;;;;
UYG_hms_government;Kashgaria;;;;;;;;;;;;;
UYG_absolute_monarchy_ADJ;Kashgarian;;;;;;;;;;;;;
UYG_prussian_constitutionalism_ADJ;Kashgarian;;;;;;;;;;;;;
UYG_hms_government_ADJ;Kashgarian;;;;;;;;;;;;;
UYG_conservative;Royal Faction;Faction royale;Kˆnigsfraktion;;;;;;;;;;;
UYG_liberal;The Liberal Faction;Faction libÈrale;Die liberale Fraktion;;;;;;;;;;;
UYG_reactionary;The Nationalist Faction;Faction nationaliste;Die nationalistische Fraktion;;;;;;;;;;;
UYG_anarcho_liberal;The Radical Faction;Faction radicale;Die radikale Fraktion;;;;;;;;;;;
UYG_socialist;The Socialist Faction;Faction socialiste;Die sozialistische Fraktion;;;;;;;;;;;
UYG_communist;The Communist Faction;Faction communiste;Die kommunistische Fraktion;;;;;;;;;;;
UYG_fascist;The Fascist Faction;Faction fasciste;Die faschistische Fraktion;;;;;;;;;;;
UZB;Uzbekistan;;;;;;;;;;;;;
UZB_ADJ;Uzbek;;;;;;;;;;;;;
UZB_conservative;Royal Faction;Faction royale;Kˆnigsfraktion;;;;;;;;;;;
UZB_liberal;The Liberal Faction;Faction libÈrale;Die liberale Fraktion;;;;;;;;;;;
UZB_reactionary;The Nationalist Faction;Faction nationaliste;Die nationalistische Fraktion;;;;;;;;;;;
UZB_anarcho_liberal;The Radical Faction;Faction radicale;Die radikale Fraktion;;;;;;;;;;;
UZB_socialist;The Socialist Faction;Faction socialiste;Die sozialistische Fraktion;;;;;;;;;;;
UZB_communist;The Communist Faction;Faction communiste;Die kommunistische Fraktion;;;;;;;;;;;
UZB_fascist;The Fascist Faction;Faction fasciste;Die faschistische Fraktion;;;;;;;;;;;
VEN_democracy;Venice;;;;;;;;;;;;;
VEN_presidential_dictatorship;;;;;;;;;;;;;;
VEN_reactionary;Monarchici;Monarchici;Monarchici;;Monarchici;;;;;;;;;
VEN_liberal;Intransigenti;Intransigenti;Intransige nti;;Intransigenti;;;;;;;;;
VEN_conservative;Transigenti;Transigenti;Transigen ti;;Transigenti;;;;;;;;;
VEN_socialist;Socialisti;Socialisti;Socialisti;;So cialisti;;;;;;;;;
VEN_communist;Rivoluzionari;Rivoluzionari;Rivoluzionari;;Rivoluzio nari;;;;;;;;;
VEN_reactionary_2;Cattolici;Cattolici;Cattolici;;C attolici;;;;;;;;;
VEN_anarcho_liberal;Radicali;Radicali;Radicali;;Radicali;;;;;;;;;
VEN_fascist;Fascisti;Fascisti;Fascisti;;Fascisti;;;;;;;;;
VIC;Victoria;Victoria;Victoria;;;;;;;;;;;
VIC_ADJ;Victorian;Victorian;Victorian;;;;;;;;;;;
VIC_conservative;Conservative Faction;Conservative Faction;Conservative Faction;;;;;;;;;;;
VIC_conservative_1;Conservative Party;Conservative Party;Conservative Party;;;;;;;;;;;
VIC_conservative_2;National Party;National Party;National Party;;;;;;;;;;;
VIC_conservative_3;United Australia Party;United Australia Party;United Australia Party;;;;;;;;;;;
VIC_liberal;Liberal Faction;Liberal Faction;Liberal Faction;;;;;;;;;;;
VIC_liberal_1;Liberal Party;Liberal Party;Liberal Party;;;;;;;;;;;
VIC_socialist;Labour Faction;Labour Faction;Labour Faction;;;;;;;;;;;
VIC_socialist_1;Labor Party;Labor Party;Labor Party;;;;;;;;;;;
VIC_communist;Communist Party;Communist Party;Communist Party;;;;;;;;;;;
VIC_reactionary;Radical Nationalists;Radical Nationalists;Radical Nationalists;;;;;;;;;;;
VIC_reactionary_2;Victorian Farmers Union;Victorian Farmers Union;Victorian Farmers Union;;;;;;;;;;;
VIC_reactionary_3;Country Party;Country Party;Country Party;;;;;;;;;;;
VIC_anarcho_liberal;Radical Liberals;Radical Liberals;Radical Liberals;;;;;;;;;;;
VIC_fascist;Fascist Party;Fascist Party;Fascist Party;;;;;;;;;;;
WAS;Western Australia;Western Australia;Western Australia;;;;;;;;;;;
WAS_ADJ;West Australian;West Australian;West Australian;;;;;;;;;;;
WAS_french_bourbon;Westralia;Westralia;Westralia;;;;;;;;;;;
WAS_french_bourbon_ADJ;Westralian;Westralian;Westralian;;;;;;;;;;;
WAS_conservative;Conservative Faction;Conservative Faction;Conservative Faction;;;;;;;;;;;
WAS_conservative_1;Nationalist Party;Nationalist Party;Nationalist Party;;;;;;;;;;;
WAS_liberal;Liberal Faction;Liberal Faction;Liberal Faction;;;;;;;;;;;
WAS_liberal_1;Liberal Party;Liberal Party;Liberal Party;;;;;;;;;;;
WAS_socialist;Labour Faction;Labour Faction;Labour Faction;;;;;;;;;;;
WAS_socialist_1;Labor Party;Labor Party;Labor Party;;;;;;;;;;;
WAS_communist;Communist Party;Communist Party;Communist Party;;;;;;;;;;;
WAS_reactionary;Radical Nationalists;Radical Nationalists;Radical Nationalists;;;;;;;;;;;
WAS_reactionary_2;Country Party;Country Party;Country Party;;;;;;;;;;;
WAS_anarcho_liberal;Radical Liberals;Radical Liberals;Radical Liberals;;;;;;;;;;;
WAS_fascist;Fascist Party;Fascist Party;Fascist Party;;;;;;;;;;;
WES;Westfalen;;;;;;;;;;;;;
WES_ADJ;Westphalian ;;;;;;;;;;;;;
WES_liberal;Liberaldem. Partei;Liberaldem. Partei;Liberaldem. Partei;;;;;;;;;;;
WES_conservative;Zentrumspartei;Zentrumspartei;Zentrumspartei;;;;;;;;;;;
WES_liberal_2;Nationalliberale ;Nationalliberale ;Nationalliberale ;;;;;;;;;;;
WES_liberal_3;Freisinnige Partei;Freisinnige Partei;Freisinnige Partei;;;;;;;;;;;
WES_socialist;Deutscher Arbeiterverein;Deutscher Arbeiterverein;Deutscher Arbeiterverein;;;;;;;;;;;
WES_socialist_2;Sozialdem. Arbeiterpartei ;Sozialdem. Arbeiterpartei ;Sozialdem. Arbeiterpartei ;;;;;;;;;;;
WES_socialist_3;Sozial. Arbeiterpartei ;Sozial. Arbeiterpartei ;Sozial. Arbeiterpartei ;;;;;;;;;;;
WES_reactionary;Nationale Partei;Nationale Partei;Nationale Partei;;;;;;;;;;;
WES_conservative_2;Konservative Partei;Konservative Partei;Konservative Partei;;;;;;;;;;;
WES_conservative_3;Christsoz. Arbeiterpartei;Christsoz. Arbeiterpartei;Christsoz. Arbeiterpartei;;;;;;;;;;;
WES_anarcho_liberal;Radical Arbeiterpartei;Arbeiterpartei radical;Radikale Arbeiterpartei;;;;;;;;;;;
WES_communist;Communist Arbeiterpartei;Arbeiterpartei communiste;Kommunistische Arbeiterpartei;;;;;;;;;;;
WES_fascist;NSDP;NSDP;NSDP;;;;;;;;;;;
WHA;Wales;;;;;;;;;;;;;
WHA_ADJ;Welsh;;;;;;;;;;;;;
WHA_liberal;Democratiaid Rhyddfrydol;;;;;;;;;;;;;
WHA_conservative;Plaid Geidwadol;;;;;;;;;;;;;
WHA_socialist;Plaid Cymru;;;;;;;;;;;;;
WHA_anarcho_liberal;Anarchwyr;;;;;;;;;;;;;
WHA_fascist;Meibion Glyndwr;;;;;;;;;;;;;
WHA_communist;Plaid Gomiwnyddol;;;;;;;;;;;;;
WHA_reactionary;Plaid Genedlaethol;;;;;;;;;;;;;
XBI_ADJ;Qinghai;;;;;;;;;;;;;
XBI_presidential_dictatorship;Ma Clique;;;;;;;;;;;;;
XBI_presidential_dictatorship_ADJ;Hui;;;;;;;;;;;;;
XBI_reactionary_2;Confucianist Faction;;;;;;;;;;;;;
XBI_conservative_2;Amban Faction;;;;;;;;;;;;;
XBI_liberal_2;Reformer Faction;;;;;;;;;;;;;
XIN_presidential_dictatorship;Xinjiang Clique;Clique de Xinjiang;Xinjiang-Clique;;;;;;;;;;;
YAK;Yakutia;;;;;;;;;;;;;
YAK_ADJ;Yakut;;;;;;;;;;;;;
YAK_conservative;The Conservatives;Faction royale;Kˆnigsfraktion;;;;;;;;;;;
YAK_liberal;The Liberals;Faction libÈrale;Die liberale Fraktion;;;;;;;;;;;
YAK_reactionary;The Khanate Faction;Faction nationaliste;Die nationalistische Fraktion;;;;;;;;;;;
YAK_anarcho_liberal;The Libertains;Faction radicale;Die radikale Fraktion;;;;;;;;;;;
YAK_socialist;The Socialists;Faction socialiste;Die sozialistische Fraktion;;;;;;;;;;;
YAK_communist;The Communists;Faction communiste;Die kommunistische Fraktion;;;;;;;;;;;
YAK_fascist;The Nationalists;Faction fasciste;Die faschistische Fraktion;;;;;;;;;;;
YAP;Yap;Yap;Yap;;;;;;;;;;;
YAP_ADJ;Yapese;Yapese;Yapese;;;;;;;;;;;
YNN_presidential_dictatorship;Yunnan Clique;Clique de Yunnan;Yunnan-Clique;;;;;;;;;;;
YUC;Yucatan;;;;;;;;;;;;;
YUC_ADJ;Yucatecan;;;;;;;;;;;;;
YUC_conservative;Partido Conservador;Partido Conservador;Partido Conservador;;;;;;;;;;;
YUC_liberal;Partido Liberal;Partido Liberal;Partido Liberal;;;;;;;;;;;
YUC_reactionary;Partido Nationalist;Partido nationaliste;Partido Nationalist;;;;;;;;;;;
YUC_anarcho_liberal;Partido Radical;Partido Radical;Partido Radical;;;;;;;;;;;
YUC_socialist;Partido Socialist;Partido socialiste;Partido Socialist;;;;;;;;;;;
YUC_communist;Partido Communist;Partido communiste;Partido Communist;;;;;;;;;;;
YUC_fascist;Partido Fascist;Partido fasciste;Partido Fascist;;;;;;;;;;;
YZW;Yonezawa;;;;;;;;;;;;;
YZW_ADJ;Yonezawan;;;;;;;;;;;;;
YZW_absolute_monarchy_ADJ;Uesugi;;;;;;;;;;;;;
YZW_prussian_constitutionalism_ADJ;Uesugi;;;;;;;;;;;;;
YZW_hms_government_ADJ;Uesugi;;;;;;;;;;;;;
ZAM;Zambia;;;;;;;;;;;;;
ZAM_ADJ;Zambian;;;;;;;;;;;;;
ZAM_liberal;United Party for National Development;;;;;;;;;;;;;
ZAM_conservative;Movement for Multi-Party Democracy;;;;;;;;;;;;;
ZAM_socialist;United Progressive Party;;;;;;;;;;;;;
ZAM_reactionary;National Restoration Party;;;;;;;;;;;;;
ZAM_anarcho_liberal;National Party;;;;;;;;;;;;;
ZAM_communist;United National Independence Party;;;;;;;;;;;;;
ZAM_fascist;Fourth Revolution Party	;;;;;;;;;;;;;
### African Kingdoms ###;;;;;;;;;;;;;;
ARO;Aro;Aro;Aro;;Aro;;;;;;;;;
ARO_ADJ;Aro;Aro;Aro;;;;;;;;;;;
ARO_conservative;Eze Aro Faction;Faction Eze Aro;Eze Aro Fraktion;;;;;;;;;;;
ARO_liberal;Reform Faction;Faction de rÈforme;Verbesserung Fraktion;;;;;;;;;;;
ARO_reactionary;Empire Faction;Faction d'empire;Reich Fraktion;;;;;;;;;;;
ARO_anarcho_liberal;Radical Faction;Faction radicale;Die radikale Fraktion;;;;;;;;;;;
ARO_socialist;Socialist Faction;Faction socialiste;Die sozialistische Fraktion;;;;;;;;;;;
ARO_communist;Communist Faction;Faction communiste;Die kommunistische Fraktion;;;;;;;;;;;
ARO_fascist;Fascist Faction;Faction fasciste;Die faschistische Fraktion;;;;;;;;;;;
ARO_french_bourbon;Biafra;Biafra;Biafra;;Biafra;;;;;;;;;
ARO_french_bourbon_ADJ;Biafran;Biafraise;Biafran;;biafreÒo;;;;;;;;;
ARO_bourgeois_dictatorship;Biafra;Biafra;Biafra;;Biafra;;;;;;;;;
ARO_bourgeois_dictatorship_ADJ;Biafran;Biafraise;Biafran;;biafreÒo;;;;;;;;;
ARO_presidential_dictatorship;Biafra;Biafra;Biafra;;Biafra;;;;;;;;;
ARO_presidential_dictatorship_ADJ;Biafran;Biafraise;Biafran;;biafreÒo;;;;;;;;;
ARO_democracy;Biafra;Biafra;Biafra;;Biafra;;;;;;;;;
ARO_democracy_ADJ;Biafran;Biafraise;Biafran;;biafreÒo;;;;;;;;;
ASH;Ashanti;Ashanti;Aschanti;;Asantia;;;;;;;;;
ASH_ADJ;Ashanti;Ashanti;Aschanti;;;;;;;;;;;
ASH_conservative;Royal Faction;Faction royale;Kˆnigsfraktion;;;;;;;;;;;
ASH_liberal;Reform Faction;Faction de rÈforme;Verbesserung Fraktion;;;;;;;;;;;
ASH_reactionary;Empire Faction;Faction d'empire;Reich Fraktion;;;;;;;;;;;
ASH_conservative_2;National Liberation Movement;;;;;;;;;;;;;
ASH_liberal_2;United Gold Coast Convention;;;;;;;;;;;;;
ASH_reactionary_2;National Liberation Council;;;;;;;;;;;;;
ASH_anarcho_liberal;Progress Party;;;;;;;;;;;;;
ASH_socialist;Ghana Congress Party;;;;;;;;;;;;;
ASH_communist;Convention People's Party;;;;;;;;;;;;;
ASH_fascist;Popular Front Party;;;;;;;;;;;;;
ASH_french_bourbon;Ghana;Ghana;Ghana;;Ghana;;;;;;;;;
ASH_french_bourbon_ADJ;Ghanaian;Ghanaian;Ghanaisch;;GhanÈs;;;;;;;;;
ASH_bourgeois_dictatorship;Ghana;Ghana;Ghana;;Ghana;;;;;;;;;
ASH_bourgeois_dictatorship_ADJ;Ghanaian;Ghanaian;Ghanaisch;;GhanÈs;;;;;;;;;
ASH_presidential_dictatorship;Ghana;Ghana;Ghana;;Ghana;;;;;;;;;
ASH_presidential_dictatorship_ADJ;Ghanaian;Ghanaian;Ghanaisch;;GhanÈs;;;;;;;;;
ASH_democracy;Ghana;Ghana;Ghana;;Ghana;;;;;;;;;
ASH_democracy_ADJ;Ghanaian;Ghanaian;Ghanaisch;;GhanÈs;;;;;;;;;
AZA;Azande;Azande;Azande;;Azande;;;;;;;;;
AZA_ADJ;Zande;Zande;Zande;;;;;;;;;;;
AZA_conservative;Royal Faction;Faction royale;Kˆnigsfraktion;;;;;;;;;;;
AZA_liberal;Reform Faction;Faction de rÈforme;Verbesserung Fraktion;;;;;;;;;;;
AZA_reactionary;Empire Faction;Faction d'empire;Reich Fraktion;;;;;;;;;;;
AZA_anarcho_liberal;Radical Faction;Faction radicale;Die radikale Fraktion;;;;;;;;;;;
AZA_socialist;Socialist Faction;Faction socialiste;Die sozialistische Fraktion;;;;;;;;;;;
AZA_communist;Communist Faction;Faction communiste;Die kommunistische Fraktion;;;;;;;;;;;
AZA_fascist;Fascist Faction;Faction fasciste;Die faschistische Fraktion;;;;;;;;;;;
BEN;Benin;BÈnin;Benin;;BenÌn;;;;;;;;;
BEN_ADJ;Beninese;BÈninois;Benin;;;;;;;;;;;
BEN_conservative;Oba's Faction;Faction Obo;Oba Fraktion;;;;;;;;;;;
BEN_liberal;Reform Faction;Faction de rÈforme;Verbesserung Fraktion;;;;;;;;;;;
BEN_reactionary;Military Faction;Faction militaire;Milit‰rische Fraktion;;;;;;;;;;;
BEN_anarcho_liberal;Radical Faction;Faction radicale;Die radikale Fraktion;;;;;;;;;;;
BEN_socialist;People's Faction;Faction populaire;Volk Fraktion;;;;;;;;;;;
BEN_communist;Communist Faction;Faction communiste;Die kommunistische Fraktion;;;;;;;;;;;
BEN_fascist;Fascist Faction;Faction fasciste;Die faschistische Fraktion;;;;;;;;;;;
BRD;Burundi;Burundi;Burundi;;Burundi;;;;;;;;;
BRD_ADJ;Burundian;Burundaise;Burundische;;;;;;;;;;;
BRD_conservative;Country Democratic Union;;;;;;;;;;;;;
BRD_liberal;APRODEBA;;;;;;;;;;;;;
BRD_reactionary;Union for National Progress;;;;;;;;;;;;;
BRD_anarcho_liberal;Abanyamajambere Party;;;;;;;;;;;;;
BRD_socialist;Rural Democratic Party;;;;;;;;;;;;;
BRD_communist;Burundi Workers' Party;;;;;;;;;;;;;
BRD_fascist;People's Union of Burundi;;;;;;;;;;;;;
BSH;Lesotho;;;;;;;;;;;;;
BSH_absolute_monarchy;Basotho;;;;;;;;;;;;;
BSH_ADJ;Basotho;Basotho;Basotho;;;;;;;;;;;
BSH_conservative;Royal Faction;Faction royale;Kˆnigsfraktion;;;;;;;;;;;
BSH_liberal;Reform Faction;Faction de rÈforme;Verbesserung Fraktion;;;;;;;;;;;
BSH_reactionary;Empire Faction;Faction d'empire;Reich Fraktion;;;;;;;;;;;
BSH_anarcho_liberal;Radical Faction;Faction radicale;Die radikale Fraktion;;;;;;;;;;;
BSH_socialist;Socialist Faction;Faction socialiste;Die sozialistische Fraktion;;;;;;;;;;;
BSH_communist;Communist Faction;Faction communiste;Die kommunistische Fraktion;;;;;;;;;;;
BSH_fascist;Fascist Faction;Faction fasciste;Die faschistische Fraktion;;;;;;;;;;;
BUG;Uganda;;;;;;;;;;;;;
BUG_absolute_monarchy;Buganda;;;;;;;;;;;;;
BUG_ADJ;Ugandan;;;;;;;;;;;;;
BUG_conservative;Uganda Patriotic Movement;;;;;;;;;;;;;
BUG_liberal;Democratic Party;;;;;;;;;;;;;
BUG_reactionary;Kabaka Yekka;;;;;;;;;;;;;
BUG_anarcho_liberal;Federal Democratic Party;;;;;;;;;;;;;
BUG_socialist;Uganda People's Congress;;;;;;;;;;;;;
BUG_communist;African Farmers Union;;;;;;;;;;;;;
BUG_fascist;Freedom and Unity Front;;;;;;;;;;;;;
CLA;Kalabari;Calabar;Calabar;;Calabar;;;;;;;;;
CLA_ADJ;Kalabari;Calabarien;Calabarische;;;;;;;;;;;
CLA_conservative;Duke Town Faction;Faction de Duke Town;Duke Town Fraktion;;;;;;;;;;;
CLA_liberal;Creek Town Faction;Faction de Creek Town;Creek Town Fraktion;;;;;;;;;;;
CLA_reactionary;Empire Faction;Faction d'empire;Reich Fraktion;;;;;;;;;;;
CLA_anarcho_liberal;Radical Faction;Faction radicale;Die radikale Fraktion;;;;;;;;;;;
CLA_socialist;Socialist Faction;Faction socialiste;Die sozialistische Fraktion;;;;;;;;;;;
CLA_communist;Communist Faction;Faction communiste;Die kommunistische Fraktion;;;;;;;;;;;
CLA_fascist;Fascist Faction;Faction fasciste;Die faschistische Fraktion;;;;;;;;;;;
DAH_absolute_monarchy;Dahomey;;;;;;;;;;;;;
DAH_absolute_monarchy_ADJ;Dahomean;;;;;;;;;;;;;
DAH_prussian_constitutionalism;Dahomey;;;;;;;;;;;;;
DAH_prussian_constitutionalism_ADJ;Dahomean;;;;;;;;;;;;;
DAH_hms_government;Dahomey;;;;;;;;;;;;;
DAH_hms_government_ADJ;Dahomean;;;;;;;;;;;;;
DAH;Benin;;;;;;;;;;;;;
DAH_ADJ;Beninese;;;;;;;;;;;;;
DAH_french_bourbon;People's Republic of Benin;;;;;;;;;;;;;
DAH_conservative;Ahosu Faction;Faction Ahosu;Ahosu Fraktion;;;;;;;;;;;
DAH_liberal;Liberal Faction;Faction LibÈral;Liberale Fraktion;;;;;;;;;;;
DAH_reactionary;Empire Faction;Faction d'empire;Reich Fraktion;;;;;;;;;;;
DAH_conservative_2;Progressive Union;;;;;;;;;;;;;
DAH_reactionary_2;Ethnic Group of the North;;;;;;;;;;;;;
DAH_liberal_2;Republican Party;;;;;;;;;;;;;
DAH_anarcho_liberal;BMFD;;;;;;;;;;;;;
DAH_socialist;African People's Bloc;;;;;;;;;;;;;
DAH_communist;People's Revolutionary Party;;;;;;;;;;;;;
DAH_fascist;Fascist Front;;;;;;;;;;;;;
DAM;Damagaram;Damagaram;Damagaram;;Damgaram;;;;;;;;;
DAM_ADJ;Damagaram;Damagaram;Damagaram;;;;;;;;;;;
DAM_conservative;Sultan's Faction;Faction Sultan;Sultan Fraktion;;;;;;;;;;;
DAM_liberal;Reform Faction;Faction de rÈforme;Verbesserung Fraktion;;;;;;;;;;;
DAM_reactionary;Religious Faction;Faction Religieux;Religiˆse Fraktion;;;;;;;;;;;
DAM_anarcho_liberal;Freedom Faction;Faction de libertÈ;Freiheits Fraktion;;;;;;;;;;;
